Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2021-10-01,* 月初残高,10A100020,現金及び預金,,,,,0,0,,,,,,,30245967,2021-10
,,,Opening,2021-10-01,* 月初残高,10A100060,受取手形,,,,,0,0,,,,,,,-23638123,2021-10
,,,Opening,2021-10-01,* 月初残高,10A100090,売掛金,,,,,0,0,,,,,,,127552062,2021-10
,,,Opening,2021-10-01,* 月初残高,10A100200,電子記録債権,,,,,0,0,,,,,,,1369532,2021-10
,,,Opening,2021-10-01,* 月初残高,10A100280,商品,,,,,0,0,,,,,,,84256000,2021-10
,,,Opening,2021-10-01,* 月初残高,10A100610,短期貸付金,,,,,0,0,,,,,,,40000,2021-10
,,,Opening,2021-10-01,* 月初残高,10A210130,構築物,,,,,0,0,,,,,,,36435838,2021-10
,,,Opening,2021-10-01,* 月初残高,10A210410,工具、器具及び備品,,,,,0,0,,,,,,,17360990,2021-10
,,,Opening,2021-10-01,* 月初残高,10A230570,保険積立金,,,,,0,0,,,,,,,777813,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100030,支払手形,,,,,0,0,,,,,,,7109263,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100040,買掛金,,,,,0,0,,,,,,,75465010,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100630,未払金,,,,,0,0,,,,,,,-599919,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100640,未払法人税等,,,,,0,0,,,,,,,0,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100650,未払事業所税,,,,,0,0,,,,,,,0,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100660,未払消費税等,,,,,0,0,,,,,,,0,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100690,預り金,,,,,0,0,,,,,,,3902524,2021-10
,,,Opening,2021-10-01,* 月初残高,10B100790,短期借入金,,,,,0,0,,,,,,,3921000,2021-10
,,,Opening,2021-10-01,* 月初残高,10B200080,長期借入金,,,,,0,0,,,,,,,7000000,2021-10
,,,Opening,2021-10-01,* 月初残高,10D100101,電子取引売上高,,,,,0,0,,,,,,,107653320,2021-10
,,,Opening,2021-10-01,* 月初残高,10D100102,電子取引以外売上高,,,,,0,0,,,,,,,262764475,2021-10
,,,Opening,2021-10-01,* 月初残高,10D100111,電子取引売上値引及び戻り高,,,,,0,0,,,,,,,149368,2021-10
,,,Opening,2021-10-01,* 月初残高,10D100112,電子取引以外売上値引及び戻り高,,,,,0,0,,,,,,,27429095,2021-10
