Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2022-01-01,* 月初残高,10A100020,普通預金,,,,,0,0,,,,,,,68854551,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100040,貸倒引当金,,,,,0,0,,,,,,,1758018,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100060,受取手形,,,,,0,0,,,,,,,75106562,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100090,売掛金,,,,,0,0,,,,,,,126101792,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100200,電子記録債権,,,,,0,0,,,,,,,40000,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100230,有価証券,,,,,0,0,,,,,,,1271350,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100280,商品,,,,,0,0,,,,,,,63013226,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100610,短期貸付金,,,,,0,0,,,,,,,670000,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100800,差入保証金,,,,,0,0,,,,,,,1200000,2022-01
,,,Opening,2022-01-01,* 月初残高,10A100850,仮払消費税等,,,,,0,0,,,,,,,2762581,2022-01
,,,Opening,2022-01-01,* 月初残高,10A210130,構築物,,,,,0,0,,,,,,,3280000,2022-01
,,,Opening,2022-01-01,* 月初残高,10A210410,工具、器具及び備品,,,,,0,0,,,,,,,4779810,2022-01
,,,Opening,2022-01-01,* 月初残高,10A220190,電話加入権,,,,,0,0,,,,,,,512000,2022-01
,,,Opening,2022-01-01,* 月初残高,10A230570,保険積立金,,,,,0,0,,,,,,,2653000,2022-01
,,,Opening,2022-01-01,* 月初残高,10A230650,敷金,,,,,0,0,,,,,,,3140000,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100030,支払手形,,,,,0,0,,,,,,,37424326,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100040,買掛金,,,,,0,0,,,,,,,79684561,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100320,賞与引当金,,,,,0,0,,,,,,,0,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100630,未払金,,,,,0,0,,,,,,,12199043,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100640,未払法人税等,,,,,0,0,,,,,,,0,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100660,未払消費税等,,,,,0,0,,,,,,,0,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100670,未払事業税等,,,,,0,0,,,,,,,0,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100690,預り金,,,,,0,0,,,,,,,6364278,2022-01
,,,Opening,2022-01-01,* 月初残高,10B100790,短期借入金,,,,,0,0,,,,,,,1960500,2022-01
