Transaction_ID,Line_ID,Entry_ID,Ledger_Side,Transaction_Date,Description,Ledger_Account_Number,Ledger_Account_Name,Subaccount_Code,Subaccount_Name,Department_Code,Department_Name,Debit_Amount,Credit_Amount,Counterpart_Account_Number,Counterpart_Account_Name,Counterpart_Subaccount_Code,Counterpart_Subaccount_Name,Counterpart_Department_Code,Counterpart_Department_Name,Balance,Month
,,,Opening,2021-05-01,* 月初残高,10A100020,現金及び預金,,,,,0,0,,,,,,,61794473,2021-05
,,,Opening,2021-05-01,* 月初残高,10A100060,受取手形,,,,,0,0,,,,,,,16412146,2021-05
,,,Opening,2021-05-01,* 月初残高,10A100090,売掛金,,,,,0,0,,,,,,,110000501,2021-05
,,,Opening,2021-05-01,* 月初残高,10A100200,電子記録債権,,,,,0,0,,,,,,,0,2021-05
,,,Opening,2021-05-01,* 月初残高,10A100280,商品,,,,,0,0,,,,,,,84256000,2021-05
,,,Opening,2021-05-01,* 月初残高,10A100610,短期貸付金,,,,,0,0,,,,,,,240000,2021-05
,,,Opening,2021-05-01,* 月初残高,10A210130,構築物,,,,,0,0,,,,,,,36435838,2021-05
,,,Opening,2021-05-01,* 月初残高,10A210410,工具、器具及び備品,,,,,0,0,,,,,,,17360990,2021-05
,,,Opening,2021-05-01,* 月初残高,10A230570,保険積立金,,,,,0,0,,,,,,,152813,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100030,支払手形,,,,,0,0,,,,,,,29176682,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100040,買掛金,,,,,0,0,,,,,,,72477951,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100630,未払金,,,,,0,0,,,,,,,833440,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100640,未払法人税等,,,,,0,0,,,,,,,2864378,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100650,未払事業所税,,,,,0,0,,,,,,,1862000,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100660,未払消費税等,,,,,0,0,,,,,,,4947100,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100690,預り金,,,,,0,0,,,,,,,1487931,2021-05
,,,Opening,2021-05-01,* 月初残高,10B100790,短期借入金,,,,,0,0,,,,,,,7188500,2021-05
,,,Opening,2021-05-01,* 月初残高,10B200080,長期借入金,,,,,0,0,,,,,,,7000000,2021-05
,,,Opening,2021-05-01,* 月初残高,10D100101,電子取引売上高,,,,,0,0,,,,,,,15951282,2021-05
,,,Opening,2021-05-01,* 月初残高,10D100102,電子取引以外売上高,,,,,0,0,,,,,,,44386334,2021-05
,,,Opening,2021-05-01,* 月初残高,10D100111,電子取引売上値引及び戻り高,,,,,0,0,,,,,,,24480,2021-05
,,,Opening,2021-05-01,* 月初残高,10D100112,電子取引以外売上値引及び戻り高,,,,,0,0,,,,,,,143456,2021-05
,,,Opening,2021-05-01,* 月初残高,10E100100,商品期首たな卸高,,,,,0,0,,,,,,,0,2021-05
,,,Opening,2021-05-01,* 月初残高,10E100121,電子取引仕入値引及び戻し高,,,,,0,0,,,,,,,51555,2021-05
,,,Opening,2021-05-01,* 月初残高,10E100122,電子取引以外仕入値引及び戻し高,,,,,0,0,,,,,,,150824,2021-05
,,,Opening,2021-05-01,* 月初残高,10E100131,電子取引当期商品仕入高,,,,,0,0,,,,,,,12286234,2021-05
,,,Opening,2021-05-01,* 月初残高,10E100132,電子取引以外当期商品仕入高,,,,,0,0,,,,,,,23205448,2021-05
,,,Opening,2021-05-01,* 月初残高,10E100140,商品期末たな卸高,,,,,0,0,,,,,,,0,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200020,販売手数料,,,,,0,0,,,,,,,2266000,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200050,広告宣伝費,,,,,0,0,,,,,,,191500,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200090,役員報酬,,,,,0,0,,,,,,,1720000,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200130,賞与,,,,,0,0,,,,,,,0,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200140,福利厚生費,,,,,0,0,,,,,,,302784,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200150,交際費,,,,,0,0,,,,,,,387529,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200180,通信費,,,,,0,0,,,,,,,1314451,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200200,消耗品費,,,,,0,0,,,,,,,352077,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200210,租税公課,,,,,0,0,,,,,,,56000,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200220,減価償却費,,,,,0,0,,,,,,,0,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200240,保険料,,,,,0,0,,,,,,,318820,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200370,給料及び手当,,,,,0,0,,,,,,,5702352,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200520,雑給,,,,,0,0,,,,,,,396465,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200540,法定福利費,,,,,0,0,,,,,,,743926,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200600,支払報酬,,,,,0,0,,,,,,,139710,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200690,支払手数料,,,,,0,0,,,,,,,10552,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200720,地代家賃,,,,,0,0,,,,,,,3449000,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200730,借地借家料,,,,,0,0,,,,,,,293850,2021-05
,,,Opening,2021-05-01,* 月初残高,10E200870,運賃,,,,,0,0,,,,,,,3580147,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201000,修繕維持費,,,,,0,0,,,,,,,35850,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201040,水道光熱費,,,,,0,0,,,,,,,615042,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201110,事務用消耗品費,,,,,0,0,,,,,,,142108,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201120,車両費,,,,,0,0,,,,,,,614477,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201130,会議費,,,,,0,0,,,,,,,24995,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201140,諸会費,,,,,0,0,,,,,,,116000,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201160,図書費,,,,,0,0,,,,,,,24982,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201230,旅費及び交通費,,,,,0,0,,,,,,,1012406,2021-05
,,,Opening,2021-05-01,* 月初残高,10E201270,雑費,,,,,0,0,,,,,,,477559,2021-05
,,,Opening,2021-05-01,* 月初残高,10E300020,支払利息,,,,,0,0,,,,,,,91057,2021-05
247,1,18,Debit,2021-05-01,旅費,10E201230,旅費及び交通費,,,,,24800,0,10A100020,現金及び預金,,,,,1037206,2021-05
247,1,18,Credit,2021-05-01,旅費,10A100020,現金及び預金,,,,,0,24800,10E201230,旅費及び交通費,,,,,61769673,2021-05
248,1,148,Debit,2021-05-01,制服代,10E200140,福利厚生費,,,,,53500,0,10B100630,未払金,,,,,356284,2021-05
248,1,148,Credit,2021-05-01,制服代,10B100630,未払金,,,,,0,53500,10E200140,福利厚生費,,,,,886940,2021-05
249,1,122,Debit,2021-05-02,証明書発行手数料,10E200180,通信費,,,,,1050,0,10A100020,現金及び預金,,,,,1315501,2021-05
249,1,122,Credit,2021-05-02,証明書発行手数料,10A100020,現金及び預金,,,,,0,1050,10E200180,通信費,,,,,61768623,2021-05
250,1,124,Debit,2021-05-02,収入印紙,10E200210,租税公課,,,,,6000,0,10A100020,現金及び預金,,,,,62000,2021-05
250,1,124,Credit,2021-05-02,収入印紙,10A100020,現金及び預金,,,,,0,6000,10E200210,租税公課,,,,,61762623,2021-05
251,1,149,Debit,2021-05-02,制服代,10E200140,福利厚生費,,,,,70325,0,10B100630,未払金,,,,,426609,2021-05
251,1,149,Credit,2021-05-02,制服代,10B100630,未払金,,,,,0,70325,10E200140,福利厚生費,,,,,957265,2021-05
252,1,10,Debit,2021-05-03,ガソリン代,10E201120,車両費,,,,,3642,0,10A100020,現金及び預金,,,,,618119,2021-05
252,1,10,Credit,2021-05-03,ガソリン代,10A100020,現金及び預金,,,,,0,3642,10E201120,車両費,,,,,61758981,2021-05
253,1,19,Debit,2021-05-03,旅費,10E201230,旅費及び交通費,,,,,15000,0,10A100020,現金及び預金,,,,,1052206,2021-05
253,1,19,Credit,2021-05-03,旅費,10A100020,現金及び預金,,,,,0,15000,10E201230,旅費及び交通費,,,,,61743981,2021-05
254,1,56,Debit,2021-05-05,旅費,10E201230,旅費及び交通費,,,,,41500,0,10A100020,現金及び預金,,,,,1093706,2021-05
254,1,56,Credit,2021-05-05,旅費,10A100020,現金及び預金,,,,,0,41500,10E201230,旅費及び交通費,,,,,61702481,2021-05
255,1,80,Debit,2021-05-05,タクシー代,10E201230,旅費及び交通費,,,,,9500,0,10A100020,現金及び預金,,,,,1103206,2021-05
255,1,80,Credit,2021-05-05,タクシー代,10A100020,現金及び預金,,,,,0,9500,10E201230,旅費及び交通費,,,,,61692981,2021-05
256,1,89,Debit,2021-05-05,5月5日伝票No207株式会社 渡辺産業,10A100020,現金及び預金,50,福岡 北九州,,,1093065,0,10A100090,売掛金,22,㈱渡辺産業,,,62786046,2021-05
256,1,89,Credit,2021-05-05,5月5日伝票No207株式会社 渡辺産業,10A100090,売掛金,22,㈱渡辺産業,,,0,1093065,10A100020,現金及び預金,50,福岡 北九州,,,108907436,2021-05
256,2,89,Debit,2021-05-05,5月5日伝票No207株式会社 渡辺産業,10E200690,支払手数料,,,,,472,0,10A100090,売掛金,22,㈱渡辺産業,,,11024,2021-05
256,2,89,Credit,2021-05-05,5月5日伝票No207株式会社 渡辺産業,10A100090,売掛金,22,㈱渡辺産業,,,0,472,10E200690,支払手数料,,,,,108906964,2021-05
257,1,90,Debit,2021-05-05,5月5日伝票No208佐々木販売株式会社,10A100020,現金及び預金,20,みずほ 本店,,,2639935,0,10A100090,売掛金,26,佐々木販売㈱,,,65425981,2021-05
257,1,90,Credit,2021-05-05,5月5日伝票No208佐々木販売株式会社,10A100090,売掛金,26,佐々木販売㈱,,,0,2639935,10A100020,現金及び預金,20,みずほ 本店,,,106267029,2021-05
257,2,90,Debit,2021-05-05,5月5日伝票No208佐々木販売株式会社,10E200690,支払手数料,,,,,630,0,10A100090,売掛金,26,佐々木販売㈱,,,11654,2021-05
257,2,90,Credit,2021-05-05,5月5日伝票No208佐々木販売株式会社,10A100090,売掛金,26,佐々木販売㈱,,,0,630,10E200690,支払手数料,,,,,106266399,2021-05
258,1,91,Debit,2021-05-05,5月5日伝票No209岩下物産株式会社,10A100020,現金及び預金,30,三井 名古屋,,,1358887,0,10A100090,売掛金,27,岩下物産㈱,,,66784868,2021-05
258,1,91,Credit,2021-05-05,5月5日伝票No209岩下物産株式会社,10A100090,売掛金,27,岩下物産㈱,,,0,1358887,10A100020,現金及び預金,30,三井 名古屋,,,104907512,2021-05
259,1,139,Debit,2021-05-05,制服代,10E200140,福利厚生費,,,,,55630,0,10B100630,未払金,,,,,482239,2021-05
259,1,139,Credit,2021-05-05,制服代,10B100630,未払金,,,,,0,55630,10E200140,福利厚生費,,,,,1012895,2021-05
260,1,20,Debit,2021-05-06,旅費,10E201230,旅費及び交通費,,,,,41000,0,10A100020,現金及び預金,,,,,1144206,2021-05
260,1,20,Credit,2021-05-06,旅費,10A100020,現金及び預金,,,,,0,41000,10E201230,旅費及び交通費,,,,,66743868,2021-05
261,1,42,Debit,2021-05-06,食事代 今井百貨店2名,10E200150,交際費,,,,,16650,0,10A100020,現金及び預金,,,,,404179,2021-05
261,1,42,Credit,2021-05-06,食事代 今井百貨店2名,10A100020,現金及び預金,,,,,0,16650,10E200150,交際費,,,,,66727218,2021-05
