JP07a,JP08a,Month,JP07a_GL03_03,JP07a_GL03_01,JP08a_GL04_03,JP06e_GE24_01,JP06e_GE24_02,Debit_Amount,JP02j_BS09_01,JP02j_BS09_02,GE05kw_01,JP05a_01,JP05a_02,BS04fb_01,BS04fb_02,JP06f_GE24_01,JP06f_GE24_02,Credit_Amount,JP02k_BS09_01,JP02k_BS09_02,GE05kB_01,JP05b_01,JP05b_02,BS04fc_01,BS04fc_02
487,1,2021-06,2021-06-01,94,Tea Cost,10E201270,Miscellaneous expenses,3150,S10,Standard 10%,286,,,,,10A100020,Cash and deposits,3150,O,Exempt,0,,,,
488,1,2021-06,2021-06-01,106,Meal Cost Yamabiko 4 People,10E200150,Entertainment expenses,7267,S10,Standard 10%,660,,,,,10A100020,Cash and deposits,27896,O,Exempt,0,,,,
488,2,2021-06,2021-06-01,106,Food and drink fee Snack Kitashinchi,10E200150,Entertainment expenses,20629,S10,Standard 10%,1875,,,,,,,0,,,0,,,,
489,1,2021-06,2021-06-01,147,Gasoline Cost,10E201120,Vehicle expenses,5416,S10,Standard 10%,492,,,,,10B100630,Accounts payable - other,5988,O,Exempt,0,,,,
489,2,2021-06,2021-06-01,147,Highway Toll,10E201120,Vehicle expenses,572,S10,Standard 10%,52,,,,,,,0,,,0,,,,
490,1,2021-06,2021-06-02,10,Gasoline Cost,10E201120,Vehicle expenses,4224,S10,Standard 10%,384,,,,,10A100020,Cash and deposits,4224,O,Exempt,0,,,,
491,1,2021-06,2021-06-02,18,Travel Expenses,10E201230,Travel and transportation expenses,21700,S10,Standard 10%,1972,,,,,10A100020,Cash and deposits,21700,O,Exempt,0,,,,
492,1,2021-06,2021-06-02,42,Lunch Cost Cafe Angel 3 People,10E200150,Entertainment expenses,3420,S10,Standard 10%,310,,,,,10A100020,Cash and deposits,3420,O,Exempt,0,,,,
493,1,2021-06,2021-06-02,56,Travel Expenses,10E201230,Travel and transportation expenses,32600,S10,Standard 10%,2963,,,,,10A100020,Cash and deposits,32600,O,Exempt,0,,,,
494,1,2021-06,2021-06-02,77,Golf Play Fee,10E200150,Entertainment expenses,6800,S10,Standard 10%,618,,,,,10A100020,Cash and deposits,6800,O,Exempt,0,,,,
495,1,2021-06,2021-06-04,19,Travel Expenses,10E201230,Travel and transportation expenses,15000,S10,Standard 10%,1363,,,,,10A100020,Cash and deposits,15000,O,Exempt,0,,,,
496,1,2021-06,2021-06-04,161,Travel Expenses,10E201230,Travel and transportation expenses,7500,S10,Standard 10%,681,,,,,10A100020,Cash and deposits,7500,O,Exempt,0,,,,
497,1,2021-06,2021-06-05,94,"June 5th Slip No. 230 Watanabe Industries Co., Ltd.",10A100020,Cash and deposits,1359958,O,Exempt,0,50,Fukuoka Kitakyushu,,,10A100090,Accounts receivable - trade,1359958,O,Exempt,0,22,"Watanabe Industries Co., Ltd.",,
497,2,2021-06,2021-06-05,94,"June 5th Slip No. 230 Watanabe Industries Co., Ltd.",10E200690,Commission expenses,472,S10,Standard 10%,42,,,,,10A100090,Accounts receivable - trade,472,O,Exempt,0,22,"Watanabe Industries Co., Ltd.",,
498,1,2021-06,2021-06-05,95,"June 5th Slip No. 231 Sasaki Sales Co., Ltd.",10A100020,Cash and deposits,1159610,O,Exempt,0,20,Mizuho Main Branch,,,10A100090,Accounts receivable - trade,1159610,O,Exempt,0,26,"Sasaki Sales Co., Ltd.",,
498,2,2021-06,2021-06-05,95,"June 5th Slip No. 231 Sasaki Sales Co., Ltd.",10E200690,Commission expenses,472,S10,Standard 10%,42,,,,,10A100090,Accounts receivable - trade,472,O,Exempt,0,26,"Sasaki Sales Co., Ltd.",,
499,1,2021-06,2021-06-05,96,"June 5th Slip No. 232 Iwashita Trading Co., Ltd.",10A100020,Cash and deposits,665205,O,Exempt,0,30,Mitsui Nagoya,,,10A100090,Accounts receivable - trade,665205,O,Exempt,0,27,"Iwashita Trading Co., Ltd.",,
500,1,2021-06,2021-06-05,133,Tax Accountant Fee,10E200600,Fee expenses,139710,S10,Standard 10%,12700,,,,,10A100020,Cash and deposits,139710,O,Exempt,0,20,Mizuho Main Branch,,
501,1,2021-06,2021-06-06,20,Airline Ticket Cost,10E201230,Travel and transportation expenses,41000,S10,Standard 10%,3727,,,,,10A100020,Cash and deposits,41000,O,Exempt,0,,,,
502,1,2021-06,2021-06-06,84,Postage Cost,10E200180,Communication expenses,4000,S10,Standard 10%,363,,,,,10A100020,Cash and deposits,4000,O,Exempt,0,,,,
